Path,Line Coverage,Function Coverage,Region Coverage
src/medovecot/src/lib/ipwd.c,0.00% (0/69),0.00% (0/7),0.00% (0/70)
src/medovecot/src/lib/istream-data.c,0.00% (0/43),0.00% (0/5),0.00% (0/39)
src/medovecot/src/lib/istream.c,0.00% (0/857),0.00% (0/76),0.00% (0/872)
src/medovecot/src/lib/istream.h,0.00% (0/9),0.00% (0/2),0.00% (0/22)
src/medovecot/src/lib/lib-event-private.h,0.00% (0/4),0.00% (0/1),0.00% (0/1)
src/medovecot/src/lib/lib-event.c,0.97% (9/924),2.25% (2/89),1.94% (19/980)
src/medovecot/src/lib/lib-signals.c,5.01% (22/439),10.00% (3/30),5.26% (29/551)
src/medovecot/src/lib/lib.c,36.00% (36/100),36.36% (4/11),36.08% (35/97)
src/medovecot/src/lib/lib.h,0.00% (0/10),0.00% (0/3),0.00% (0/13)
src/medovecot/src/lib/malloc-overflow.h,20.00% (4/20),50.00% (1/2),38.89% (7/18)
src/medovecot/src/lib/md4.c,0.00% (0/162),0.00% (0/8),0.00% (0/122)
src/medovecot/src/lib/md5.c,0.00% (0/179),0.00% (0/8),0.00% (0/154)
src/medovecot/src/lib/memarea.c,0.00% (0/49),0.00% (0/9),0.00% (0/108)
src/medovecot/src/lib/mempool-alloconly.c,0.00% (0/176),0.00% (0/15),0.00% (0/248)
src/medovecot/src/lib/mempool-datastack.c,44.26% (27/61),44.44% (4/9),31.65% (25/79)
src/medovecot/src/lib/mempool-system.c,22.50% (9/40),25.00% (2/8),14.71% (5/34)
src/medovecot/src/lib/mempool-unsafe-datastack.c,0.00% (0/29),0.00% (0/8),0.00% (0/13)
src/medovecot/src/lib/mempool.c,90.00% (9/10),100.00% (1/1),76.00% (19/25)
src/medovecot/src/lib/mempool.h,44.44% (16/36),50.00% (4/8),62.50% (20/32)
src/medovecot/src/lib/net.c,0.00% (0/735),0.00% (0/51),0.00% (0/742)
src/medovecot/src/lib/ostream-file.c,0.00% (0/813),0.00% (0/37),0.00% (0/959)
src/medovecot/src/lib/ostream.c,0.00% (0/547),0.00% (0/65),0.00% (0/612)
src/medovecot/src/lib/ostream.h,0.00% (0/4),0.00% (0/1),0.00% (0/1)
src/medovecot/src/lib/pkcs5.c,0.00% (0/55),0.00% (0/3),0.00% (0/36)
src/medovecot/src/lib/primes.c,0.00% (0/8),0.00% (0/1),0.00% (0/9)
src/medovecot/src/lib/printf-format-fix.c,32.52% (40/123),50.00% (3/6),36.89% (38/103)
src/medovecot/src/lib/priorityq.c,0.00% (0/101),0.00% (0/12),0.00% (0/133)
src/medovecot/src/lib/process-title.c,0.00% (0/100),0.00% (0/7),0.00% (0/108)
src/medovecot/src/lib/rand.c,0.00% (0/12),0.00% (0/2),0.00% (0/14)
src/medovecot/src/lib/randgen.c,63.93% (39/61),80.00% (4/5),60.00% (48/80)
src/medovecot/src/lib/restrict-access.c,0.00% (0/381),0.00% (0/22),0.00% (0/362)
src/medovecot/src/lib/safe-memset.c,0.00% (0/9),0.00% (0/1),0.00% (0/6)
src/medovecot/src/lib/sendfile-util.c,0.00% (0/25),0.00% (0/1),0.00% (0/38)
src/medovecot/src/lib/sha1.c,0.00% (0/157),0.00% (0/9),0.00% (0/154)
src/medovecot/src/lib/sha2.c,0.00% (0/288),0.00% (0/24),0.00% (0/198)
src/medovecot/src/lib/sha3.c,0.00% (0/148),0.00% (0/14),0.00% (0/159)
src/medovecot/src/lib/sleep.c,0.00% (0/46),0.00% (0/7),0.00% (0/27)
src/medovecot/src/lib/str.c,6.32% (6/95),14.29% (2/14),4.44% (4/90)
src/medovecot/src/lib/str.h,0.00% (0/31),0.00% (0/10),0.00% (0/12)
src/medovecot/src/lib/strescape.c,0.00% (0/248),0.00% (0/14),0.00% (0/196)
src/medovecot/src/lib/strescape.h,0.00% (0/3),0.00% (0/1),0.00% (0/1)
src/medovecot/src/lib/strfuncs.c,5.50% (32/582),4.92% (3/61),5.36% (30/560)
src/medovecot/src/lib/strfuncs.h,0.00% (0/7),0.00% (0/2),0.00% (0/2)
src/medovecot/src/lib/strnum.c,27.18% (81/298),25.00% (7/28),26.74% (77/288)
src/medovecot/src/lib/time-util.c,0.00% (0/122),0.00% (0/12),0.00% (0/120)
src/medovecot/src/lib/time-util.h,0.00% (0/49),0.00% (0/7),0.00% (0/33)
src/medovecot/src/lib/unichar.c,7.30% (23/315),4.17% (1/24),6.73% (23/342)
src/medovecot/src/lib/unichar.h,20.00% (5/25),25.00% (1/4),66.67% (12/18)
src/medovecot/src/lib/var-expand-if.c,0.00% (0/103),0.00% (0/2),0.00% (0/149)
src/medovecot/src/lib/var-expand.c,4.44% (18/405),4.17% (1/24),3.55% (13/366)
src/medovecot/src/lib/var-expand.h,0.00% (0/7),0.00% (0/1),0.00% (0/10)
src/medovecot/src/lib/wildcard-match.c,0.00% (0/68),0.00% (0/3),0.00% (0/69)
src/medovecot/src/lib/write-full.c,0.00% (0/32),0.00% (0/2),0.00% (0/37)
Totals,5.63% (914/16242),6.98% (93/1332),6.42% (1080/16811)
